Id;sex;slh;hrd;age;cw;day;hum
 303;2;2;3;395;226; 8; 0,5
 304;2;1;4;396;260;29;-0,1
 305;2;2;5;406;240;20; 0,9
 306;2;3;5;403;217;24; 0,4
 307;2;3;1;400;194;12;-0,1
 308;2;3;1;413;210;24;-1,3
 309;2;3;3;396;207;30; 0,6
 310;2;2;4;390;276; 9;-1,2
 311;2;3;1;394;203;30; 1,8
 312;2;2;1;402;211;28; 1,9
 313;2;1;2;393;275;14; 0,0
 314;2;1;3;401;205;19;-0,4
 315;2;3;3;405;218;26; 0,4
 316;2;1;1;399;204;29;-0,8
 317;2;2;3;402;225; 2; 0,1
 318;2;3;5;411;235;14;-2,2
 319;2;1;3;405;207; 4; 0,0
 320;2;3;2;403;296; 2;-0,7
 321;2;2;4;400;291;20;-0,6
 322;2;1;4;401;247; 2;-1,2
 323;2;2;1;397;218; 4; 0,0
 324;2;1;5;402;217;11;-1,1
 325;2;3;1;406;197; 9; 1,1
 326;2;3;4;398;250; 1; 0,6
 327;2;1;4;390;248;10;-0,4
 328;2;2;5;401;240;13;-2,2
 329;2;1;3;387;200;21; 1,2
 330;2;1;1;400;193;11;-1,4
 331;2;3;1;399;188; 9; 1,1
 332;2;3;5;400;222;23;-2,0
 333;2;1;1;400;210; 9; 1,0
 334;2;3;5;396;209;11; 0,4
 335;2;3;3;404;207;24;-1,8
 336;2;2;3;396;226;19;-2,3
 337;2;1;1;400;198; 1; 0,5
 338;2;3;1;403;203;18;-0,5
 339;2;3;5;390;221;25;-0,3
 340;2;1;2;404;305;30;-1,0
 341;2;2;2;404;298;19;-0,2
 342;2;1;5;404;222;20; 0,1
 343;2;2;1;394;211;27;-0,9
 344;2;2;4;407;291;16; 1,2
 345;2;2;3;395;217;16; 0,0
 346;2;3;1;397;204;30; 1,3
 347;2;1;4;405;254;24;-0,2
 348;2;1;5;398;205;20;-0,9
 349;2;2;5;397;227;26; 1,2
 350;2;3;3;393;209;12;-1,3
 351;2;3;4;402;265;26; 0,0
 352;2;1;3;405;205;30;-0,9
 353;2;1;5;388;207;26; 0,0
 354;2;2;5;399;235;16; 0,2
 355;2;2;5;412;251; 4;-0,7
 356;2;1;5;409;221;16; 0,9
 357;2;1;4;391;250;25;-0,6
 358;2;1;4;398;248;11;-1,9
 359;2;3;3;398;198;14;-1,5
 360;2;3;2;397;284; 9;-1,0
 361;2;2;5;402;246;30;-0,6
 362;2;3;5;399;229;30; 0,7
 363;2;2;1;401;211; 4;-1,3
 364;2;1;3;405;204; 1;-0,8
 365;2;2;4;407;286;27; 1,4
 366;2;2;3;403;240;12;-0,6
 367;2;1;5;411;223;10; 0,0
 368;2;2;5;398;251;18; 1,0
 369;2;2;4;404;279;13; 0,0
 370;2;2;5;390;236;11;-0,8
 371;2;3;4;405;267;28; 0,4
 372;2;2;4;393;267; 2;-1,1
 373;2;3;1;405;209; 9; 0,3
 374;2;2;1;395;218;20; 0,2
 375;2;3;4;397;258; 9;-0,3
 376;2;1;2;396;282;15;-0,1
 377;2;1;2;391;278;25; 0,1
 378;2;1;1;401;195;13; 1,1
 379;2;2;1;402;211;17; 0,9
 380;2;1;4;401;234;17;-1,2
 381;2;3;4;395;254; 9;-0,3
 382;2;2;5;397;224;10;-0,3
 383;2;3;1;395;200;15;-0,3
 384;2;2;4;409;261;28;-0,8
 385;2;1;2;399;293; 8;-0,6
 386;2;2;4;406;281;28;-1,8
 387;2;1;3;393;197;27;-0,8
 388;2;3;3;400;225; 6;-0,1
 389;2;1;2;398;289;16;-0,5
 390;2;1;2;398;275;15; 0,4
 391;2;1;3;400;186;25;-0,4
 392;2;1;5;400;213;18;-1,1
 393;2;1;3;388;196;30; 0,9
 394;2;2;2;397;304; 3; 0,3
 395;2;3;1;407;195;12; 0,7
 396;2;3;4;396;269;16; 0,0
 397;2;3;2;403;291; 1;-0,1
 398;2;1;2;389;280;11;-2,2
 399;2;1;5;393;198; 7;-1,2
 400;2;1;1;398;189;14; 0,7
 401;2;3;1;399;206; 1; 1,1
 402;2;1;1;396;184;26;-0,8
 403;2;3;4;403;282;27;-0,7
 404;2;3;2;400;302;11;-1,2
 405;2;1;3;398;203; 2;-0,4
 406;2;2;3;395;207; 8;-0,6
 407;2;3;5;407;227;13; 1,1
 408;2;2;4;407;272;10;-0,4
 409;2;2;3;392;223;27;-2,0
 410;2;3;2;394;290;27; 0,8
 411;2;1;5;401;211;20;-2,3
 412;2;1;1;401;202;17;-0,3
 413;2;2;4;406;276; 7; 0,3
 414;2;1;3;403;196;30; 1,3
 415;2;2;2;396;296;25;-0,8
 416;2;2;2;399;304;22;-0,1
 417;2;1;2;399;278; 7; 1,0
 418;2;3;1;394;206;19;-0,1
 419;2;3;3;402;208;16; 0,6
 420;2;3;1;392;196;28; 2,3
 421;2;2;2;398;305;15; 0,7
 422;2;2;3;403;219;14; 0,3
 423;2;1;2;401;271; 5; 0,4
 424;2;3;2;405;297; 6;-1,0
 425;2;1;5;408;234;22; 1,1
 426;2;1;3;397;200; 3; 1,1
 427;2;3;2;397;283;23;-0,3
 428;2;2;2;405;303;26;-2,0
 429;2;3;4;404;249; 8; 0,5
 430;2;2;1;404;210;29; 2,3
 431;2;2;3;397;217;10; 0,5
 432;2;1;3;403;206;19; 0,9
 433;2;3;4;394;261;21; 2,2
 434;2;3;5;403;222;18;-1,8
 435;2;3;2;397;287;28; 0,6
 436;2;1;3;396;215; 6;-0,4
 437;2;1;3;398;208; 4;-1,4
 438;2;2;3;402;239;18; 0,6
 439;2;1;5;392;222;12; 0,5
 440;2;2;2;411;316; 4;-0,6
 441;2;1;3;396;205; 2; 0,3
 442;2;2;2;395;306; 1;-0,4
 443;2;2;5;405;243;28;-0,9
 444;2;3;4;393;260;21;-0,4
 445;2;3;4;396;266; 4; 0,4
 446;2;3;3;397;197;24;-0,2
 447;2;2;1;395;216;16;-1,3
 448;2;2;3;392;229; 4;-0,7
 449;2;1;4;396;233; 7; 0,3
 450;2;2;1;392;221;18; 0,9
 451;2;2;4;396;273;22; 0,9
 452;2;2;2;401;304; 9;-0,9
 453;2;3;5;407;234; 7;-0,5
 454;2;1;1;410;204; 9;-0,7
 455;2;1;4;405;250; 9;-0,4
 456;2;3;3;400;205;17; 0,6
 457;2;1;3;389;183;11;-1,7
 458;2;3;3;407;224;14; 0,3
 459;2;1;3;403;210;11;-1,0
 460;2;1;3;402;216; 6;-0,8
 461;2;1;2;409;278; 9; 0,0
 462;2;2;4;406;287; 8;-0,1
 463;2;3;5;402;230; 9;-1,0
 464;2;1;2;407;305;13;-0,9
 465;2;3;4;400;253; 1;-0,4
 466;2;2;2;391;300;16; 0,1
 467;2;3;2;397;297;10;-1,1
 468;2;1;1;414;203; 3;-0,6
 469;2;3;3;403;219;14; 0,3
 470;2;1;2;403;280;20;-1,5
 471;2;2;4;400;282; 1; 0,4
 472;2;2;4;400;287;29;-0,1
 473;2;2;5;400;229;27;-1,2
 474;2;3;1;405;204; 8;-0,3
 475;2;1;5;402;215; 6; 0,1
 476;2;2;3;403;225;20;-2,4
 477;2;2;5;395;222;16; 0,7
 478;2;3;3;392;203;24; 0,6
 479;2;3;4;415;267;17; 0,3
 480;2;2;1;384;211;17; 0,2
 481;2;2;1;400;219;28;-1,3
 482;2;2;1;384;214;16; 0,1
 483;2;1;2;399;288;19; 0,3
 484;2;3;1;405;200; 6;-0,6
 485;2;3;3;394;208;15; 1,5
 486;2;3;1;405;197;29; 0,3
 487;2;2;5;393;234;11; 1,0
 488;2;1;3;411;203; 4;-0,1
 489;2;3;5;405;231;11; 1,1
 490;2;2;2;399;309;16;-1,6
 491;2;3;1;400;191; 8; 0,3
 492;2;3;4;403;257;16;-0,1
 493;2;3;1;396;191; 3;-1,2
 494;2;2;5;403;242;15; 0,7
 495;2;2;2;398;308;14;-0,2
 496;2;3;4;405;257;19; 0,6
 497;2;1;4;397;253; 6;-1,1
 498;2;3;2;392;284;10;-1,1
 499;2;2;1;412;241;28;-1,0
 500;2;2;1;408;219;22;-0,8
 501;2;2;4;395;266; 6;-0,3
 502;2;1;4;396;243;28;-0,6
 503;2;2;3;406;228; 3; 1,3
 504;2;2;2;403;310;21;-0,1
 505;2;1;4;405;248;18; 1,3
 506;2;1;3;404;207;23; 0,0
 507;2;1;3;399;199; 7; 1,2
 508;2;3;4;403;252;26; 0,3
 509;2;1;5;410;232;22;-1,4
 510;2;2;3;397;229;30;-1,7
 511;2;1;3;407;212;29; 1,0
 512;2;1;2;397;273;26;-1,6
 513;2;3;5;400;223;28; 1,9
 514;2;2;4;404;279;25;-0,3
 515;2;1;1;405;189;23;-0,1
 516;2;3;4;403;263;15; 0,8
 517;2;2;3;397;220;25; 1,3
 518;2;3;3;413;217; 7;-0,7
 519;2;1;1;403;197;30;-0,4
 520;2;1;5;391;215;19;-0,2
 521;2;1;4;400;248; 1;-1,3
 522;2;3;1;401;203;26;-0,2
 523;2;2;3;406;234; 3; 0,4
 524;2;3;1;396;202; 4;-0,1
 525;2;3;1;397;209; 2;-0,2
 526;2;2;5;395;244; 8;-0,7
 527;2;3;1;397;203;12;-1,1
 528;2;3;2;395;293;17; 0,4
 529;2;3;5;401;223; 5; 0,9
 530;2;1;5;406;213;17;-0,5
 531;2;2;2;398;293;28;-0,1
 532;2;3;3;399;208;17;-1,4
 533;2;2;4;404;272;25;-0,9
 534;2;3;4;408;272; 1;-1,2
 535;2;3;4;402;254; 6; 1,3
 536;2;1;4;405;254; 1;-0,4
 537;2;1;1;405;200;18; 2,0
 538;2;2;2;389;283;27;-1,0
 539;2;2;4;410;285; 7; 0,4
 540;2;3;2;390;280;26; 0,7
 541;2;1;3;399;189;12;-0,2
 542;2;3;2;396;285; 6; 1,0
 543;2;1;1;391;186;14;-0,1
 544;2;1;4;409;275;19;-1,7
 545;2;3;1;402;197;20;-0,6
 546;2;2;3;403;217; 2;-0,7
 547;2;3;3;402;210; 4;-0,2
 548;2;2;5;399;238;14; 2,3
 549;2;3;2;402;283; 2;-0,9
 550;2;1;1;409;211;11; 0,8
 551;2;3;5;399;229;25; 1,8
 552;2;2;5;406;246; 7; 0,3
 553;2;2;5;403;236;20;-2,0
 554;2;3;5;400;212;21;-0,4
 555;2;2;4;405;278;29;-2,7
 556;2;2;1;409;230;13;-0,6
 557;2;3;5;396;214;19;-0,9
 558;2;2;5;405;250; 1; 0,1
 559;2;3;5;390;216;28; 0,6
 560;2;1;2;399;276;14;-0,5
 561;2;2;2;391;315;27; 0,4
 562;2;2;2;398;302;17;-0,8
 563;2;2;5;400;244;12; 0,9
 564;2;2;1;399;213; 7; 0,3
 565;2;3;1;397;196;30;-0,6
 566;2;3;4;397;255;19;-0,3
 567;2;3;2;400;292;18;-0,8
 568;2;1;3;401;204;16; 0,7
 569;2;2;4;400;278;24;-1,1
 570;2;1;1;400;196; 3; 0,1
 571;2;2;4;401;289;17; 0,3
 572;2;3;3;402;217;27; 1,9
 573;2;3;1;399;206;13; 0,5
 574;2;3;5;399;218;29; 0,7
 575;2;2;2;404;306;24; 0,6
 576;2;3;5;400;223; 1;-0,1
 577;2;2;5;396;243;13;-0,2
 578;2;3;2;388;281;14; 0,8
 579;2;3;3;407;232;11;-1,1
 580;2;2;1;397;221;17;-0,5
 581;2;1;5;409;221;17;-0,3
 582;2;2;1;400;218;26; 0,9
 583;2;3;4;407;262; 4; 0,3
 584;2;2;4;408;280; 9;-0,7
 585;2;3;3;402;209; 4; 0,7
 586;2;1;4;406;267;12;-1,4
 587;2;3;3;389;195;25; 1,9
 588;2;2;2;403;310;23; 0,6
 589;2;2;1;403;215;26; 0,6
 590;2;3;1;406;211;25; 1,1
 591;2;3;1;403;210;22; 0,7
 592;2;1;4;406;250;12; 1,4
 593;2;1;3;397;202;23;-0,2
 594;2;1;2;398;281; 3;-0,2
 595;2;3;1;393;197;12;-1,6
 596;2;3;1;405;200; 3;-0,4
 597;2;2;3;406;246;17; 0,1
 598;2;1;5;400;204;11; 1,1
 599;2;1;3;395;205; 5;-2,0
 600;2;3;4;391;267;21;-0,2
 601;2;2;1;397;229; 9;-0,9
 602;2;1;2;391;284;23; 1,7
 603;2;1;5;414;223;15; 2,4
 604;2;1;4;400;261;18; 0,7
 605;2;1;2;412;298; 1; 0,4
 606;2;3;2;393;280;14; 0,0
 607;2;3;3;392;196; 6; 0,6
 608;2;3;3;401;214; 2; 2,0
 609;2;1;3;401;202; 8;-1,2
 610;2;2;1;404;223;13;-1,7
 611;2;1;4;400;258;17;-0,6
 612;2;3;5;395;210; 2;-1,0
 613;2;3;5;399;218;29; 0,2
 614;2;2;5;394;239; 1;-0,7
 615;2;3;3;388;196; 3; 0,6
 616;2;1;5;393;208;19;-1,1
 617;2;2;1;401;216;11;-1,3
 618;2;3;4;403;268;16;-1,2
 619;2;2;3;398;213;21; 1,1
 620;2;2;4;401;276; 6; 0,9
 621;2;1;2;399;279; 8;-1,0
 622;2;3;4;396;250; 1;-0,6
 623;2;3;1;395;200; 6;-1,9
 624;2;2;1;403;237;11; 0,1
 625;2;2;4;400;283; 2;-1,6
 626;2;2;1;396;207; 5; 0,6
 627;2;2;3;401;222; 6; 0,1
 628;2;3;3;407;216; 8; 2,7
 629;2;3;5;399;222; 3;-0,4
 630;2;1;2;402;278;30; 0,0
 631;2;2;4;394;275; 7;-0,4
 632;2;1;1;398;195;13; 1,0
 633;2;2;4;393;279; 9; 0,9
 634;2;1;2;399;280;27; 1,4
 635;2;3;4;401;264;22;-1,1
 636;2;3;2;394;284;27;-0,6
 637;2;1;2;402;275;27; 0,1
 638;2;3;1;409;215;21;-1,3
 639;2;1;1;408;196;26; 0,3
 640;2;1;2;403;286; 3; 2,0
 641;2;3;4;402;260;20;-1,5
 642;2;2;2;407;303;24;-0,4
 643;2;3;2;397;290;11;-1,2
 644;2;2;1;398;220; 6; 1,3
 645;2;1;4;403;265;12;-0,5
 646;2;3;4;390;255;12; 1,2
 647;2;2;2;395;304;17; 1,4
 648;2;2;1;404;222;27;-1,7
 649;2;3;1;399;193;25;-1,5
 650;2;3;3;409;217;10;-1,8
 651;2;1;5;399;225; 7;-1,6
 652;2;1;4;398;253;20; 0,7
 653;2;2;1;411;234; 9; 0,6
 654;2;1;5;403;220;19;-0,6
 655;2;2;3;402;227;28; 1,6
 656;2;2;4;400;281; 5;-0,7
 657;2;1;4;398;260; 5; 0,8
 658;2;1;3;406;210;13;-0,1
 659;2;3;2;412;297;11; 0,4
 660;2;2;5;401;244;13;-1,2
 661;2;2;2;392;295; 8;-0,3
 662;2;3;1;399;205;18;-0,9
 663;2;2;4;400;274; 3;-0,1
 664;2;2;4;405;281;27; 1,2
 665;2;1;5;395;210; 8; 1,9
 666;2;3;3;395;204; 6; 1,0
 667;2;1;2;385;283;16;-0,7
 668;2;2;5;397;242; 8; 1,3
 669;2;2;2;391;316;15; 0,1
 670;2;3;2;398;292; 4; 0,9
 671;2;2;3;405;243; 2; 0,6
 672;2;3;2;412;286;12;-0,7
 673;2;1;5;403;218;20; 2,6
 674;2;1;3;395;206;10;-1,4
 675;2;2;1;402;222; 2;-0,5
 676;2;1;1;391;187; 2; 0,6
 677;2;1;3;401;210; 8;-0,4
 678;2;3;2;393;275;15;-0,7
 679;2;1;1;402;183; 7; 0,0
 680;2;3;2;398;279; 2; 0,1
 681;2;1;4;405;257; 2; 0,6
 682;2;3;1;402;216;26;-1,1
 683;2;1;3;405;223;27; 0,6
 684;2;3;4;402;257;23;-1,3
 685;2;3;4;392;245;11; 1,2
 686;2;3;3;405;209;25; 1,1
 687;2;1;3;404;216;28;-1,0
 688;2;2;3;407;234;16;-0,9
 689;2;2;5;401;234;19;-0,3
 690;2;2;4;400;273;24;-0,6
 691;2;3;1;406;198;17; 0,1
 692;2;3;3;398;196;12;-0,8
 693;2;3;5;401;221;24; 1,8
 694;2;3;3;397;209; 6; 0,5
 695;2;2;1;404;213;19; 0,0
 696;2;1;3;404;214;24;-2,0
 697;2;2;2;391;307; 7; 0,6
 698;2;2;4;394;278; 3; 0,9
 699;2;2;4;397;268;10;-1,1
 700;2;1;3;395;211;19;-0,1
 701;2;3;2;397;285;29;-1,8
 702;2;2;1;392;218; 8; 0,0
 703;2;2;3;411;230;14; 0,5
 704;2;1;3;397;202;14;-0,9
 705;2;2;2;395;296; 5; 0,0
 706;2;1;5;391;215;23;-1,2
 707;2;3;3;396;216;14; 0,0
 708;2;2;5;393;228; 1;-1,2
 709;2;2;4;401;287;24;-1,5
 710;2;2;3;410;238; 3;-0,5
 711;2;3;3;410;212; 2;-0,2
 712;2;3;1;395;190;11; 0,7
 713;2;2;3;401;235;14; 1,4
 714;2;1;1;409;199;16;-0,3
 715;2;3;3;399;217;19; 1,7
 716;2;2;5;401;229; 8;-0,1
 717;2;2;4;391;278;14; 0,9
 718;2;3;4;398;267;22;-0,6
 719;2;3;3;402;204; 4; 0,9
 720;2;3;5;400;215;28;-1,1
 721;2;1;5;396;224; 4;-1,5
 722;2;2;1;399;220;24; 0,5
 723;2;3;5;392;207;29;-0,5
 724;2;3;1;401;214;26;-0,6
 725;2;1;1;394;187;17; 0,9
 726;2;2;3;395;224; 2; 0,8
 727;2;1;4;391;248; 8; 0,3
 728;2;2;3;405;226;20;-1,4
 729;2;2;4;397;275; 3;-0,6
 730;2;3;3;408;207;12; 0,8
 731;2;3;4;401;264;13; 2,0
 732;2;2;5;399;235;18;-1,3
 733;2;1;3;399;214;24;-0,6
 734;2;1;5;411;205;11;-1,4
 735;2;1;2;394;284;24; 0,3
 736;2;2;1;394;214;15; 0,6
 737;2;3;1;391;198;21;-0,1
 738;2;2;2;399;316;28; 1,5
 739;2;3;4;398;273;28;-1,4
 740;2;3;1;400;194;11;-0,6
 741;2;1;1;402;203;26; 1,5
 742;2;2;1;407;219; 6;-2,4
 743;2;1;5;403;226;16; 0,2
 744;2;1;4;401;249;16;-0,5
 745;2;2;4;397;277; 1; 0,2
 746;2;3;1;402;190;26; 1,1
 747;2;3;4;399;252;22; 0,8
 748;2;2;4;408;288;29; 0,8
 749;2;3;5;408;231;24;-0,5
 750;2;3;2;406;290;28; 0,7
 751;2;2;4;400;296; 6;-0,9
 752;2;2;4;403;284; 7;-0,1
 753;2;2;1;398;225; 9;-2,5
 754;2;2;1;388;206; 5;-2,9
 755;2;2;3;405;242; 1; 0,0
 756;2;3;4;401;259;17;-0,4
 757;2;3;4;395;249; 3;-1,8
 758;2;1;1;404;212;16;-0,2
 759;2;2;5;396;237;24; 0,4
 760;2;2;1;397;215;20;-0,1
 761;2;1;3;408;216;21;-2,0
 762;2;2;4;401;270; 5;-0,2
 763;2;3;2;392;293;21;-0,2
 764;2;3;5;387;225;19;-0,2
 765;2;1;3;389;206; 8; 0,3
 766;2;3;4;406;258; 7; 0,0
 767;2;2;5;402;237;11;-2,0
 768;2;1;2;403;284;13; 1,2
 769;2;1;2;395;273; 1; 0,2
 770;2;2;1;401;219;27;-2,2
 771;2;1;3;389;180;13; 1,1
 772;2;3;2;404;294;16; 0,6
 773;2;2;5;406;244;19; 1,4
 774;2;2;1;407;222;24;-0,2
 775;2;2;1;406;226;30; 1,0
 776;2;3;2;402;285;28; 1,4
 777;2;3;3;394;209; 3; 0,7
 778;2;3;5;395;223; 9; 0,6
 779;2;1;5;391;217;15; 1,2
 780;2;1;2;400;288;28; 0,9
 781;2;2;4;402;268;19; 0,2
 782;2;2;3;396;236;23;-1,5
 783;2;3;4;385;240; 9; 0,6
 784;2;1;4;399;246;25;-0,8
 785;2;2;4;396;281; 5;-0,9
 786;2;1;3;399;196;17; 0,3
 787;2;1;4;409;260; 1; 2,9
 788;2;1;5;399;202;15;-1,3
 789;2;3;2;393;302;18;-0,3
 790;2;2;1;399;216;28; 0,0
 791;2;2;5;389;226;17; 0,8
 792;2;3;5;402;216;20; 1,3
 793;2;1;5;392;217; 9;-0,6
 794;2;2;5;396;217; 9;-0,2
 795;2;2;1;407;223;24;-2,0
 796;2;3;3;410;205; 1;-0,3
 797;2;2;2;397;294; 1; 0,7
 798;2;1;5;410;223;10; 1,0
 799;2;1;5;403;213; 3; 0,2
 800;2;1;2;406;276;11;-0,5
 801;2;3;4;403;252;14;-2,0
 802;2;1;2;396;272;26; 1,9
 803;2;1;3;406;198;18; 1,7
 804;2;3;2;399;278;12; 0,5
 805;2;2;3;401;230;12; 0,3
 806;2;1;2;404;298;27;-0,9
 807;2;2;1;399;221;11;-0,5
 808;2;1;2;396;297;15; 0,9
 809;2;3;2;408;291;26;-1,1
 810;2;2;1;394;218;20;-0,9
 811;2;3;5;394;210;26;-0,8
 812;2;2;4;407;299;18;-0,2
 813;2;3;2;406;284; 4; 0,3
 814;2;3;4;402;254;12; 0,1
 815;2;1;3;399;213;26; 0,3
 816;2;1;3;405;222;14;-1,0
 817;2;2;5;397;242;30; 1,2
 818;2;2;2;400;303; 8;-0,2
 819;2;3;3;400;212; 1;-1,0
 820;2;2;1;405;216;30; 1,7
 821;2;3;2;401;275; 7;-0,2
 822;2;1;2;403;308;19; 0,8
 823;2;3;5;398;217;17; 0,9
 824;2;1;4;407;254; 9;-0,1
 825;2;2;2;411;317;13;-2,1
 826;2;2;1;393;214;30;-1,2
 827;2;1;3;403;200;20;-0,1
 828;2;1;4;395;251; 6; 1,2
 829;2;1;4;402;256;23; 0,0
 830;2;1;2;405;287; 2; 0,0
 831;2;1;4;388;243; 7;-2,4
 832;2;3;4;398;253;22;-1,7
 833;2;1;4;393;252;23;-0,7
 834;2;1;5;398;207; 7; 0,1
 835;2;2;1;395;223;18; 0,6
 836;2;3;3;403;215;12;-0,1
 837;2;1;4;403;265;30;-0,1
 838;2;1;2;400;272; 4;-2,2
 839;2;3;3;395;193; 4; 0,1
 840;2;1;1;400;198; 8; 0,3
 841;2;3;5;397;217;29;-0,5
 842;2;1;1;405;219;11; 0,3
 843;2;1;3;397;194; 8;-1,8
 844;2;3;2;402;301;30; 1,1
 845;2;2;2;405;293;17; 1,7
 846;2;2;5;402;242;11;-1,6
 847;2;2;2;408;303;29; 1,4
 848;2;3;5;398;233;24; 1,5
 849;2;3;2;402;278;14;-1,4
 850;2;1;4;392;246;10;-0,5
 851;2;2;1;392;210;26;-0,3
 852;2;2;5;408;252;28;-0,2
 853;2;1;4;399;259;16; 2,2
 854;2;2;1;390;211;25;-0,7
 855;2;2;1;411;224; 2;-0,6
 856;2;2;5;404;237;26; 1,3
 857;2;2;5;401;241;10; 0,3
 858;2;3;3;401;206; 9; 1,0
 859;2;3;3;403;202;20; 0,6
 860;2;2;3;402;224; 9;-0,9
 861;2;1;4;393;245;10;-0,8
 862;2;3;5;402;219;19; 0,6
 863;2;3;5;396;225;26; 0,5
 864;2;2;1;388;201; 9; 0,0
 865;2;1;1;401;197;13;-0,3
 866;2;3;2;403;287; 4; 1,5
 867;2;3;4;401;267;21; 0,1
 868;2;3;4;394;253;14;-0,1
 869;2;1;5;387;209;14;-1,1
 870;2;3;2;398;290;15; 0,5
 871;2;2;3;406;244; 8; 0,1
 872;2;1;5;393;211;16;-3,4
 873;2;1;5;400;212;14;-2,2
 874;2;3;1;408;196; 8; 0,1
 875;2;1;4;400;256; 3; 1,1
 876;2;3;4;406;275; 3; 0,0
 877;2;2;2;396;314;27; 0,0
 878;2;3;4;397;250;18; 0,1
 879;2;1;2;406;268;11;-0,5
 880;2;3;3;395;183; 6; 1,0
 881;2;1;4;402;255;14; 0,7
 882;2;2;2;408;316;16; 0,1
 883;2;1;4;401;252;30;-0,6
 884;2;2;3;395;223;22; 0,2
 885;2;3;2;404;270;12;-0,2
 886;2;3;1;395;187;30; 0,3
 887;2;2;5;399;249;29; 0,5
 888;2;1;5;393;213;19; 1,1
 889;2;3;4;400;254; 5; 0,1
 890;2;3;4;407;270; 3; 0,4
 891;2;3;4;403;253; 1;-1,5
 892;2;1;3;400;190;17; 1,9
 893;2;1;2;403;291;16; 0,7
 894;2;3;4;397;264;22; 0,9
 895;2;1;3;397;200; 8; 0,4
 896;2;1;3;391;203;10;-0,7
 897;2;2;1;397;219;23; 2,1
 898;2;3;1;404;201;19;-0,7
 899;2;3;3;404;213;18; 0,9
 900;2;2;2;396;289;28; 1,2
 901;2;1;3;399;209;21;-0,6
 902;2;3;4;396;265; 1; 0,1
 903;2;2;4;397;269;30;-0,2
 904;2;3;2;402;284;27; 0,8
 905;2;2;3;396;216;19;-0,8
 906;2;2;3;402;211; 8; 0,0
 907;2;3;5;400;215;23;-3,0
 908;2;3;3;392;203; 5;-0,3
 909;2;3;3;385;203; 1; 1,8
 910;2;2;1;394;223;10; 0,0
 911;2;3;1;413;216;26; 1,1
 912;2;1;5;401;213;13; 0,5
