Id;sex;slh;hrd;age;cw;day;hum
 338;2;3;1;403;205;22; 0,1
 339;2;3;5;390;219; 8; 0,7
 340;2;1;2;404;296; 8; 0,2
 341;2;2;2;404;295;23;-0,7
 342;2;1;5;404;217;30;-0,5
 343;2;2;1;394;205;12;-0,7
 344;2;2;4;407;291;10;-0,3
 345;2;2;3;395;215;19;-1,5
 346;2;3;1;397;209;27; 0,0
 347;2;1;4;405;251;13;-0,3
 348;2;1;5;398;210;30; 0,7
 349;2;2;5;397;225;23; 0,9
 350;2;3;3;393;205;23;-1,7
 351;2;3;4;402;263; 7; 0,3
 352;2;1;3;405;209;26; 0,2
 353;2;1;5;388;208; 3; 1,6
 354;2;2;5;399;232;27;-0,1
 355;2;2;5;412;243;15;-0,5
 356;2;1;5;409;230;26;-0,5
 357;2;1;4;391;240;30;-1,0
 358;2;1;4;398;248;28;-0,9
 359;2;3;3;398;192;12; 0,0
 360;2;3;2;397;285; 4;-1,1
 361;2;2;5;402;247; 6;-0,6
 362;2;3;5;399;228; 4; 0,6
 363;2;2;1;401;212;27; 0,5
 364;2;1;3;405;208;20;-0,8
 365;2;2;4;407;287;17;-0,2
 366;2;2;3;403;245;28;-1,8
 367;2;1;5;411;234; 9; 0,3
 368;2;2;5;398;258; 4;-0,2
 369;2;2;4;404;283;22; 3,0
 370;2;2;5;390;244;20;-0,2
 371;2;3;4;405;260; 3;-0,1
 372;2;2;4;393;256; 7; 1,1
 373;2;3;1;405;200;13; 0,7
 374;2;2;1;395;218;20; 0,5
 375;2;3;4;397;250; 9;-0,2
 376;2;1;2;396;277; 6;-1,4
 377;2;1;2;391;283; 1;-0,3
 378;2;1;1;401;189;21; 2,2
 379;2;2;1;402;211; 7; 0,0
 380;2;1;4;401;228;27; 0,3
 381;2;3;4;395;243;25;-0,1
 382;2;2;5;397;228;16; 0,0
 383;2;3;1;395;200; 5; 1,0
 384;2;2;4;409;254;13; 1,5
 385;2;1;2;399;298; 6;-0,9
 386;2;2;4;406;270;22; 0,8
 387;2;1;3;393;206; 2;-0,4
 388;2;3;3;400;223; 2; 1,2
 389;2;1;2;398;290;26;-1,0
 390;2;1;2;398;274;23; 0,3
 391;2;1;3;400;191;22;-1,7
 392;2;1;5;400;212; 2; 1,8
 393;2;1;3;388;196; 8;-0,7
 394;2;2;2;397;303; 7; 0,7
 395;2;3;1;407;188; 8; 1,2
 396;2;3;4;396;269;28;-0,5
 397;2;3;2;403;294;25;-1,8
 398;2;1;2;389;276; 2;-0,8
 399;2;1;5;393;207;20; 0,6
 400;2;1;1;398;197;22; 1,6
 401;2;3;1;399;191;24;-0,3
 402;2;1;1;396;178;23; 0,3
 403;2;3;4;403;285; 6;-0,5
 404;2;3;2;400;310; 8;-0,1
 405;2;1;3;398;199; 5; 0,7
 406;2;2;3;395;200;30; 1,9
 407;2;3;5;407;227;22; 0,7
 408;2;2;4;407;281;10;-0,7
 409;2;2;3;392;219; 9;-0,2
 410;2;3;2;394;290; 9;-0,4
 411;2;1;5;401;199;25; 3,0
 412;2;1;1;401;194;13; 1,1
 413;2;2;4;406;277;19;-0,7
 414;2;1;3;403;200; 5;-1,0
 415;2;2;2;396;297;25; 2,2
 416;2;2;2;399;308;28; 0,3
 417;2;1;2;399;272;23;-0,2
 418;2;3;1;394;202;24; 0,2
 419;2;3;3;402;200; 4; 1,0
 420;2;3;1;392;187; 7;-0,7
 421;2;2;2;398;309;16;-0,2
 422;2;2;3;403;216;22; 1,4
 423;2;1;2;401;275;21; 0,5
 424;2;3;2;405;288;17; 0,7
 425;2;1;5;408;240; 1;-0,6
 426;2;1;3;397;201; 8;-1,8
 427;2;3;2;397;284; 4;-1,4
 428;2;2;2;405;323; 9;-0,5
 429;2;3;4;404;244;16; 1,2
 430;2;2;1;404;220; 6; 0,2
 431;2;2;3;397;220;15;-0,2
 432;2;1;3;403;202;25;-0,8
 433;2;3;4;394;263;29; 1,0
 434;2;3;5;403;221;16;-0,5
 435;2;3;2;397;283;17; 0,1
 436;2;1;3;396;217;14; 0,7
 437;2;1;3;398;212;22; 1,1
 438;2;2;3;402;240;16;-0,4
 439;2;1;5;392;225;22; 2,2
 440;2;2;2;411;313; 7; 0,8
 441;2;1;3;396;199; 1; 0,9
 442;2;2;2;395;297;26;-0,1
 443;2;2;5;405;239;18; 1,0
 444;2;3;4;393;264;18;-1,8
 445;2;3;4;396;275; 2; 1,1
 446;2;3;3;397;190; 1;-0,2
 447;2;2;1;395;219;13;-0,1
 448;2;2;3;392;215;27; 1,5
 449;2;1;4;396;232;13; 1,6
 450;2;2;1;392;212;25; 0,7
 451;2;2;4;396;264; 1; 0,3
 452;2;2;2;401;306; 2;-1,1
 453;2;3;5;407;229;30; 1,4
 454;2;1;1;410;206; 9; 1,4
 455;2;1;4;405;254; 9; 0,0
 456;2;3;3;400;205; 2;-1,6
 457;2;1;3;389;179;20;-0,6
 458;2;3;3;407;234; 9; 0,1
 459;2;1;3;403;207;20;-1,1
 460;2;1;3;402;217;29; 1,5
 461;2;1;2;409;277;29;-0,6
 462;2;2;4;406;284; 7;-1,9
 463;2;3;5;402;227;15; 1,2
 464;2;1;2;407;306;23;-0,3
 465;2;3;4;400;251;29;-2,2
 466;2;2;2;391;306;28; 0,6
 467;2;3;2;397;288;18;-0,8
 468;2;1;1;414;193;18;-0,7
 469;2;3;3;403;214;19; 0,7
 470;2;1;2;403;285;22; 1,1
 471;2;2;4;400;281;25;-1,2
 472;2;2;4;400;282; 5; 0,5
 473;2;2;5;400;231; 4;-0,7
 474;2;3;1;405;203;10; 1,0
 475;2;1;5;402;221;24; 2,1
 476;2;2;3;403;214;21; 1,7
 477;2;2;5;395;223; 6;-0,7
 478;2;3;3;392;203;28;-0,7
 479;2;3;4;415;262; 6; 0,5
 480;2;2;1;384;203; 6; 2,0
 481;2;2;1;400;215;25;-2,1
 482;2;2;1;384;226;18; 1,2
 483;2;1;2;399;283;18; 0,9
 484;2;3;1;405;190; 4;-0,5
 485;2;3;3;394;201; 5;-0,8
 486;2;3;1;405;205;24;-0,8
 487;2;2;5;393;245; 9; 0,6
 488;2;1;3;411;212; 7; 1,0
 489;2;3;5;405;228;25; 0,5
 490;2;2;2;399;296; 8;-0,1
 491;2;3;1;400;189;12;-0,8
 492;2;3;4;403;258;28; 0,3
 493;2;3;1;396;196;28;-0,6
 494;2;2;5;403;242; 9; 0,9
 495;2;2;2;398;312;14; 1,6
 496;2;3;4;405;263; 3;-0,3
 497;2;1;4;397;246;18;-0,6
 498;2;3;2;392;298; 9; 0,7
 499;2;2;1;412;236;18; 0,3
 500;2;2;1;408;227;25; 1,5
 501;2;2;4;395;269;24; 1,9
 502;2;1;4;396;243;12;-0,6
 503;2;2;3;406;233;28;-0,8
 504;2;2;2;403;310;18;-0,6
 505;2;1;4;405;256;17; 0,6
 506;2;1;3;404;204;13; 0,4
 507;2;1;3;399;201;24;-0,8
 508;2;3;4;403;261;18;-1,1
 509;2;1;5;410;240;23;-0,4
 510;2;2;3;397;224;26;-0,2
 511;2;1;3;407;196;26;-0,3
 512;2;1;2;397;269;18; 2,2
 513;2;3;5;400;214;29; 0,9
 514;2;2;4;404;277;25;-1,2
 515;2;1;1;405;187;16; 0,2
 516;2;3;4;403;264;12;-0,1
 517;2;2;3;397;215;22; 0,7
 518;2;3;3;413;217; 6;-0,2
 519;2;1;1;403;198;11;-2,0
 520;2;1;5;391;210;11;-0,3
 521;2;1;4;400;243;11; 0,0
 522;2;3;1;401;205; 6; 0,5
 523;2;2;3;406;241;14; 0,8
 524;2;3;1;396;198; 3; 1,2
 525;2;3;1;397;214;12;-0,1
 526;2;2;5;395;252; 4;-0,9
 527;2;3;1;397;200;16; 1,0
 528;2;3;2;395;288;21;-2,3
 529;2;3;5;401;223; 8; 0,5
 530;2;1;5;406;204;22; 0,2
 531;2;2;2;398;290; 7; 0,6
 532;2;3;3;399;209;30;-2,1
 533;2;2;4;404;270; 3;-0,2
 534;2;3;4;408;267;19; 1,3
 535;2;3;4;402;260;14; 0,1
 536;2;1;4;405;247; 2; 1,7
 537;2;1;1;405;208; 7;-0,1
 538;2;2;2;389;281; 2;-1,5
 539;2;2;4;410;294; 2;-0,8
 540;2;3;2;390;286; 1;-0,4
 541;2;1;3;399;192;28; 0,3
 542;2;3;2;396;283;24; 1,1
 543;2;1;1;391;179; 6; 1,7
 544;2;1;4;409;279; 7;-0,5
 545;2;3;1;402;194;20; 0,3
 546;2;2;3;403;219;14; 2,3
 547;2;3;3;402;207; 6; 0,0
 548;2;2;5;399;235;19; 0,6
 549;2;3;2;402;286; 2; 1,2
 550;2;1;1;409;208; 8; 1,6
 551;2;3;5;399;216;13;-1,1
 552;2;2;5;406;253;25; 1,4
 553;2;2;5;403;229; 2;-0,7
 554;2;3;5;400;213;21; 1,0
 555;2;2;4;405;279;14; 0,2
 556;2;2;1;409;242;23;-0,2
 557;2;3;5;396;220; 1; 0,4
 558;2;2;5;405;238;15; 0,8
 559;2;3;5;390;213;30; 0,8
 560;2;1;2;399;281;11;-0,5
 561;2;2;2;391;314; 5; 0,1
 562;2;2;2;398;299; 6; 1,0
 563;2;2;5;400;249;10; 2,7
 564;2;2;1;399;210; 3; 0,3
 565;2;3;1;397;201;12;-0,1
 566;2;3;4;397;252;25; 0,5
 567;2;3;2;400;284;26;-1,4
 568;2;1;3;401;200;20; 0,4
 569;2;2;4;400;275;12;-0,2
 570;2;1;1;400;207;21;-1,0
 571;2;2;4;401;303;18; 0,9
 572;2;3;3;402;223;25;-0,2
 573;2;3;1;399;200; 1;-1,9
 574;2;3;5;399;206;17;-1,5
 575;2;2;2;404;294;10; 0,1
 576;2;3;5;400;220;20; 0,2
 577;2;2;5;396;240; 5; 0,4
 578;2;3;2;388;280;29; 0,7
 579;2;3;3;407;230; 1;-0,6
 580;2;2;1;397;218;28; 0,6
 581;2;1;5;409;217; 5; 0,7
 582;2;2;1;400;214;24; 0,2
 583;2;3;4;407;256; 6; 0,2
 584;2;2;4;408;280; 9; 1,2
 585;2;3;3;402;210;23; 0,0
 586;2;1;4;406;266;20; 1,0
 587;2;3;3;389;188; 8; 0,9
 588;2;2;2;403;314; 6;-0,5
 589;2;2;1;403;211;21; 1,1
 590;2;3;1;406;208;12;-0,2
 591;2;3;1;403;211;25;-1,0
 592;2;1;4;406;257;28; 0,5
 593;2;1;3;397;191;13; 1,7
 594;2;1;2;398;293; 1;-1,1
 595;2;3;1;393;194; 1; 2,4
 596;2;3;1;405;199; 6;-0,3
 597;2;2;3;406;241;15; 0,5
 598;2;1;5;400;218; 4; 0,0
 599;2;1;3;395;189;12; 1,2
 600;2;3;4;391;260; 4;-0,6
 601;2;2;1;397;222; 5; 1,2
 602;2;1;2;391;293;21; 0,8
 603;2;1;5;414;229;11;-0,1
 604;2;1;4;400;273;17; 1,1
 605;2;1;2;412;290; 6;-1,5
 606;2;3;2;393;281;22;-1,4
 607;2;3;3;392;198;22;-1,7
 608;2;3;3;401;227;30; 0,6
 609;2;1;3;401;206;10; 1,8
 610;2;2;1;404;232; 6;-1,3
 611;2;1;4;400;264;20;-0,2
 612;2;3;5;395;212; 6; 0,0
 613;2;3;5;399;215;29; 0,7
 614;2;2;5;394;223;21; 0,8
 615;2;3;3;388;197; 4;-1,3
 616;2;1;5;393;215;17; 1,3
 617;2;2;1;401;223; 5;-0,9
 618;2;3;4;403;264;14; 0,6
 619;2;2;3;398;220;20;-1,1
 620;2;2;4;401;273;25;-0,7
 621;2;1;2;399;282;27; 0,3
 622;2;3;4;396;259;13; 0,1
 623;2;3;1;395;202; 2;-0,7
 624;2;2;1;403;236; 9; 1,6
 625;2;2;4;400;288;17; 1,6
 626;2;2;1;396;206;10;-0,5
 627;2;2;3;401;230;22;-0,6
 628;2;3;3;407;220;27;-0,3
 629;2;3;5;399;216;19; 0,4
 630;2;1;2;402;280; 6;-0,4
 631;2;2;4;394;284;24;-0,3
 632;2;1;1;398;196;30; 0,0
 633;2;2;4;393;281; 6;-0,7
 634;2;1;2;399;292;24; 0,6
 635;2;3;4;401;256; 3; 0,1
 636;2;3;2;394;294; 5; 1,4
 637;2;1;2;402;275;22;-1,8
 638;2;3;1;409;210;27;-0,3
 639;2;1;1;408;199;21; 0,4
 640;2;1;2;403;275; 8;-0,7
 641;2;3;4;402;252; 9; 0,3
 642;2;2;2;407;318; 4;-0,5
 643;2;3;2;397;290;19; 0,4
 644;2;2;1;398;227;18; 1,2
 645;2;1;4;403;277;30;-0,4
 646;2;3;4;390;258;26;-0,7
 647;2;2;2;395;302;14; 0,0
 648;2;2;1;404;215;11;-0,1
 649;2;3;1;399;188;22; 1,6
 650;2;3;3;409;217;30;-0,8
 651;2;1;5;399;213; 6; 1,3
 652;2;1;4;398;257;22;-0,4
 653;2;2;1;411;248;29; 0,3
 654;2;1;5;403;218; 2; 0,1
 655;2;2;3;402;224;28;-1,6
 656;2;2;4;400;283;21; 1,6
 657;2;1;4;398;258;10;-1,5
 658;2;1;3;406;209; 8; 2,0
 659;2;3;2;412;292;23;-0,6
 660;2;2;5;401;246;13;-0,1
 661;2;2;2;392;293; 2; 0,9
 662;2;3;1;399;206;10; 0,3
 663;2;2;4;400;270; 6; 1,5
 664;2;2;4;405;270; 3; 0,4
 665;2;1;5;395;219; 9; 1,5
 666;2;3;3;395;212;21; 0,2
 667;2;1;2;385;266; 8; 0,1
 668;2;2;5;397;234;28; 1,2
 669;2;2;2;391;319;15;-0,6
 670;2;3;2;398;286;16;-0,7
 671;2;2;3;405;250;14;-1,3
 672;2;3;2;412;288;15;-0,8
 673;2;1;5;403;230; 7;-1,2
 674;2;1;3;395;211; 1;-0,8
 675;2;2;1;402;234; 8; 0,8
 676;2;1;1;391;186; 4; 0,1
 677;2;1;3;401;200;14;-0,8
 678;2;3;2;393;274; 2;-1,0
 679;2;1;1;402;178;12;-0,9
 680;2;3;2;398;286; 7; 0,9
 681;2;1;4;405;256;11;-0,5
 682;2;3;1;402;227;17; 0,0
 683;2;1;3;405;221; 6;-0,3
 684;2;3;4;402;253;17; 0,5
 685;2;3;4;392;245; 8; 1,6
 686;2;3;3;405;200;10;-0,5
 687;2;1;3;404;216; 9;-1,4
 688;2;2;3;407;234;10;-0,3
 689;2;2;5;401;228; 4;-0,7
 690;2;2;4;400;283;18;-1,6
 691;2;3;1;406;197;17;-0,3
 692;2;3;3;398;195;22; 0,8
 693;2;3;5;401;227;30;-1,1
 694;2;3;3;397;202;20;-0,2
 695;2;2;1;404;223;21; 1,7
 696;2;1;3;404;221;23;-0,9
 697;2;2;2;391;309; 7;-1,0
 698;2;2;4;394;276; 6;-1,7
 699;2;2;4;397;261; 1; 0,1
 700;2;1;3;395;220; 3; 1,8
 701;2;3;2;397;286;30;-0,3
 702;2;2;1;392;209;18; 1,1
 703;2;2;3;411;224;22; 1,1
 704;2;1;3;397;211;26; 0,3
 705;2;2;2;395;291;28;-0,9
 706;2;1;5;391;207; 3; 0,1
 707;2;3;3;396;210;10;-0,7
 708;2;2;5;393;219;28;-0,5
 709;2;2;4;401;281;30; 0,4
 710;2;2;3;410;238;18;-0,1
 711;2;3;3;410;202; 5; 0,4
 712;2;3;1;395;185;14; 1,6
 713;2;2;3;401;241;10;-0,5
 714;2;1;1;409;195;11; 0,4
 715;2;3;3;399;211;14; 0,5
 716;2;2;5;401;231; 6; 1,1
 717;2;2;4;391;278;26;-1,5
 718;2;3;4;398;275;21; 0,3
 719;2;3;3;402;199;11;-1,4
 720;2;3;5;400;199;13;-1,0
 721;2;1;5;396;227;27; 0,0
 722;2;2;1;399;215;14; 0,1
 723;2;3;5;392;207;23;-0,2
 724;2;3;1;401;211;16;-1,2
 725;2;1;1;394;191;24;-0,8
 726;2;2;3;395;222;25; 1,8
 727;2;1;4;391;241;22;-0,1
 728;2;2;3;405;230;22; 0,8
 729;2;2;4;397;276;28;-0,2
 730;2;3;3;408;208;29; 1,1
 731;2;3;4;401;284;20;-2,0
 732;2;2;5;399;230;22; 0,2
 733;2;1;3;399;212; 8;-0,4
 734;2;1;5;411;206; 9; 1,9
 735;2;1;2;394;275;11; 0,3
 736;2;2;1;394;222;25;-0,8
 737;2;3;1;391;204;24;-0,3
 738;2;2;2;399;305; 7; 1,0
 739;2;3;4;398;286; 6;-0,2
 740;2;3;1;400;200;15; 0,6
 741;2;1;1;402;208;27; 0,8
 742;2;2;1;407;228;16;-0,8
 743;2;1;5;403;227; 9; 0,3
 744;2;1;4;401;251; 2; 0,8
 745;2;2;4;397;272; 3;-0,1
 746;2;3;1;402;187; 4;-0,3
 747;2;3;4;399;256;20; 0,0
 748;2;2;4;408;278;21;-0,2
 749;2;3;5;408;233; 3;-1,6
 750;2;3;2;406;292;26;-0,2
 751;2;2;4;400;296;15;-1,2
 752;2;2;4;403;284;13; 0,6
 753;2;2;1;398;232;16;-0,1
 754;2;2;1;388;211;24;-0,3
 755;2;2;3;405;242; 6; 0,2
 756;2;3;4;401;263;30;-1,4
 757;2;3;4;395;245; 4; 0,7
 758;2;1;1;404;211; 7; 0,0
 759;2;2;5;396;239; 5; 0,4
 760;2;2;1;397;213; 7; 0,2
 761;2;1;3;408;224;14; 0,5
 762;2;2;4;401;266;25; 0,6
 763;2;3;2;392;294;28;-0,7
 764;2;3;5;387;233; 5;-1,0
 765;2;1;3;389;208; 5;-0,6
 766;2;3;4;406;251;16;-0,6
 767;2;2;5;402;224;12; 0,4
 768;2;1;2;403;286; 5;-1,3
 769;2;1;2;395;272; 8;-1,8
 770;2;2;1;401;217;26; 1,1
 771;2;1;3;389;178;21;-0,9
 772;2;3;2;404;294; 2; 1,8
 773;2;2;5;406;244;15;-0,9
 774;2;2;1;407;224; 6; 0,3
 775;2;2;1;406;220;16; 0,3
 776;2;3;2;402;284; 1; 1,6
 777;2;3;3;394;208;13;-0,7
 778;2;3;5;395;232;15; 1,7
 779;2;1;5;391;209;23; 1,1
 780;2;1;2;400;285;24; 2,1
 781;2;2;4;402;262;21;-0,5
 782;2;2;3;396;233;30; 0,0
 783;2;3;4;385;244;14;-1,8
 784;2;1;4;399;253; 1; 0,5
 785;2;2;4;396;275;27; 0,4
 786;2;1;3;399;194;25; 2,3
 787;2;1;4;409;266; 8; 0,4
 788;2;1;5;399;216;16;-0,4
 789;2;3;2;393;303; 4;-1,2
 790;2;2;1;399;217;27;-0,4
 791;2;2;5;389;230;13; 1,7
 792;2;3;5;402;212;11; 0,9
 793;2;1;5;392;218;22; 0,1
 794;2;2;5;396;213; 3;-0,6
 795;2;2;1;407;226; 3; 0,1
 796;2;3;3;410;197;28; 1,3
 797;2;2;2;397;294;20;-0,1
 798;2;1;5;410;226; 3; 0,2
 799;2;1;5;403;198; 2;-2,0
 800;2;1;2;406;274; 5; 0,6
 801;2;3;4;403;236;19; 1,0
 802;2;1;2;396;274;20; 0,8
 803;2;1;3;406;204; 5; 0,6
 804;2;3;2;399;281; 2;-1,1
 805;2;2;3;401;233; 1; 0,5
 806;2;1;2;404;297; 5;-1,4
 807;2;2;1;399;214;20; 1,3
 808;2;1;2;396;303;21; 0,2
 809;2;3;2;408;292; 1;-0,3
 810;2;2;1;394;221; 5;-0,3
 811;2;3;5;394;207; 5;-0,8
 812;2;2;4;407;298;21;-1,7
 813;2;3;2;406;277; 7;-0,7
 814;2;3;4;402;268;26; 0,4
 815;2;1;3;399;216; 6; 0,0
 816;2;1;3;405;227;21;-0,3
 817;2;2;5;397;247;28;-1,4
 818;2;2;2;400;325;11; 1,9
 819;2;3;3;400;212;22;-1,0
 820;2;2;1;405;222;21; 1,5
 821;2;3;2;401;270;29; 0,0
 822;2;1;2;403;300;12; 2,2
 823;2;3;5;398;223;29;-0,2
 824;2;1;4;407;270;19;-0,8
 825;2;2;2;411;327; 2; 0,9
 826;2;2;1;393;219;24;-0,3
 827;2;1;3;403;194; 7; 1,5
 828;2;1;4;395;247;17;-0,4
 829;2;1;4;402;248;25;-0,4
 830;2;1;2;405;292; 7;-0,9
 831;2;1;4;388;227;29; 1,0
 832;2;3;4;398;275;17; 0,2
 833;2;1;4;393;250;22; 0,1
 834;2;1;5;398;205;25;-0,3
 835;2;2;1;395;234;28; 1,9
 836;2;3;3;403;208; 8; 0,3
 837;2;1;4;403;267; 6; 0,7
 838;2;1;2;400;266;22; 0,6
 839;2;3;3;395;188;27; 0,6
 840;2;1;1;400;191;13; 0,1
 841;2;3;5;397;213;20; 0,0
 842;2;1;1;405;218;30; 1,3
 843;2;1;3;397;189;16;-1,3
 844;2;3;2;402;302;13;-0,9
 845;2;2;2;405;299;14;-0,2
 846;2;2;5;402;243;18;-1,8
 847;2;2;2;408;301;30;-0,7
 848;2;3;5;398;230;12; 0,1
 849;2;3;2;402;281; 1; 0,1
 850;2;1;4;392;240;14;-2,1
 851;2;2;1;392;207; 9; 1,4
 852;2;2;5;408;260;27;-0,2
 853;2;1;4;399;265;18; 1,6
 854;2;2;1;390;202;17;-0,6
 855;2;2;1;411;229;13; 1,0
 856;2;2;5;404;235;19; 0,0
 857;2;2;5;401;242;15; 1,1
 858;2;3;3;401;211;15;-1,9
 859;2;3;3;403;201; 6;-1,0
 860;2;2;3;402;212;13;-0,8
 861;2;1;4;393;244;29; 0,3
 862;2;3;5;402;223;26; 0,0
 863;2;3;5;396;227;12;-1,1
 864;2;2;1;388;205; 9; 0,5
 865;2;1;1;401;202;13; 1,7
 866;2;3;2;403;293; 4; 1,6
 867;2;3;4;401;265; 4;-0,6
 868;2;3;4;394;251; 4;-1,1
 869;2;1;5;387;205; 3;-1,2
 870;2;3;2;398;297;17; 1,2
 871;2;2;3;406;244;24;-1,9
 872;2;1;5;393;193;19;-0,5
 873;2;1;5;400;213;12; 1,8
 874;2;3;1;408;187; 6; 0,8
 875;2;1;4;400;261;20;-1,7
 876;2;3;4;406;274;28; 0,7
 877;2;2;2;396;317; 5; 0,9
 878;2;3;4;397;246;11; 1,9
 879;2;1;2;406;262;11;-0,7
 880;2;3;3;395;182; 9;-0,6
 881;2;1;4;402;256;14;-0,7
 882;2;2;2;408;321;24; 0,2
 883;2;1;4;401;256; 8; 2,1
 884;2;2;3;395;220;17; 0,4
 885;2;3;2;404;268;12; 0,5
 886;2;3;1;395;195;11; 0,1
 887;2;2;5;399;255; 4;-2,6
 888;2;1;5;393;208;23;-0,1
 889;2;3;4;400;249; 8;-0,1
 890;2;3;4;407;274; 7;-1,0
 891;2;3;4;403;271;11;-1,9
 892;2;1;3;400;182;17;-0,9
 893;2;1;2;403;280; 2; 0,0
 894;2;3;4;397;269;12; 1,8
 895;2;1;3;397;203;26; 0,2
 896;2;1;3;391;202;23;-0,4
 897;2;2;1;397;232;30;-0,3
 898;2;3;1;404;204;27;-2,7
 899;2;3;3;404;215; 7; 0,6
 900;2;2;2;396;273; 1; 2,5
 901;2;1;3;399;212;23; 0,0
 902;2;3;4;396;271;23; 0,1
 903;2;2;4;397;267;21; 0,1
 904;2;3;2;402;288; 9;-1,2
 905;2;2;3;396;231; 7; 2,2
 906;2;2;3;402;213;20;-0,1
 907;2;3;5;400;219; 7;-0,3
 908;2;3;3;392;200;30;-0,1
 909;2;3;3;385;207; 5;-1,2
 910;2;2;1;394;224;17;-0,8
 911;2;3;1;413;231;18; 2,4
